id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
1386	Royal Escape	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	Paperback	464	English	PZ3.H514 PR6015 .E795	1402210760	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	67AC0D7335F8AFBEF7B7849E5394A281	2021-03-06	14.05
1387	Fly by Night	Hardinge	Frances	http://www.franceshardinge.com/	HarperCollins	2008	Paperback	512	English	PZ7.H21834 F	0060876301	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	69A63BD6A4C6528E948BAE1EB5A7CDD0	2018-01-22	15.46
1388	Fly by Night	Hardinge	Frances	http://www.franceshardinge.com/	HarperCollins	2008	Paperback	512	English	PZ7.H21834 F	0060876301	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	50AB98871037C5244942F400F8214D0C	2013-01-02	13.94
1389	Sophie's World: About the History of Philosophy	Gaarder	Jostein		Farrar, Straus and Giroux	2007	Paperback	544	English	PT8951.A17	0374530718	839.82374	1900вЂ“2000 > Danish and Norwegian literature  > German and Germanic > Late 20th century 1945вЂ“2000 > Literature > Literature in other Germanic languages  > Norwegian BokmГҐl fiction > Norwegian BokmГҐl, RiksmГҐl	47F3FC54F88FA332A2E50DF3741EEC9E	2011-02-25	10.01
1390	Lean Customer Development: Building Products Your Customers Will Buy	Alvarez	Cindy		O'Reilly Media	2017	Paperback	240	English	HF5415.32 .A48	1492023744	658.834	Management > Management and auxiliary services > Of Marketing > Technology and Application of Knowledge	7D4E16DE68C9442F4474B455F680B186	2018-01-21	8.65
1391	The Books of Earthsea: The Complete Illustrated Edition	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Saga Press	2018	Hardcover	1008	English	PS3562.E42 B66	1481465589	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1BB25989AED03AA3CD1C15D49C2B7DFE	2019-10-11	10.02
1392	The Books of Earthsea: The Complete Illustrated Edition	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Saga Press	2018	Hardcover	1008	English	PS3562.E42 B66	1481465589	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	49A147FB5B6BC847DD9092CCEB17C32D	2019-01-30	18.56
1393	The Books of Earthsea: The Complete Illustrated Edition	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Saga Press	2018	Hardcover	1008	English	PS3562.E42 B66	1481465589	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	ED480F89095A9A131239EC4A24ABC098	2022-04-20	8.73
1394	Olive Kitteridge	Strout	Elizabeth		Random House	2008	Paperback	336	English	PS3569.T736	0812971833	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	8043F7B294E4DF098A6203CA3F22FBA9	2013-12-21	8.31
1395	Pegasus	McKinley	Robin	https://robinmckinley.com/	G.P. Putnam's Sons Books for Young Readers	2010	Hardcover	400	English	PZ7.M1988 P	0399246770	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	78A8DD07407C51ADABAF81924E5DD691	2020-12-03	15.76
1396	Shaman's Crossing	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2005	Hardcover	592	English	PS3558.O33636 S525	0060757620	813	American fiction > English (North America) > Literature	F432F0B752497392A314AF1BAF0A926F	2015-03-11	18.37
1397	Shaman's Crossing	Hobb	Robin	http://www.robinhobb.com/	Harper Voyager	2005	Hardcover	592	English	PS3558.O33636 S525	0060757620	813	American fiction > English (North America) > Literature	8ECCBFBC020A0D4E7384A5386407F56F	2021-09-10	8.38
1398	The Peter Rabbit Pop-up Book	Potter	Beatrix		Warner	1983	Hardcover	12	English	PZ7 .P44154	0723229503	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	C7A0231585D59FCAD84343D41F9087F3	2010-12-23	18.33
1399	Portable Childhoods	Klages	Ellen		Tachyon Publications	2007	Paperback	210	English	PS3611.L35	1892391457	813.6	21st Century > American fiction > English (North America) > Literature	92EB028414E8B53076080E5DFC65E6F1	2013-11-29	10.01
1400	Portable Childhoods	Klages	Ellen		Tachyon Publications	2007	Paperback	210	English	PS3611.L35	1892391457	813.6	21st Century > American fiction > English (North America) > Literature	CB77707E233345C8DE7F61BC8C975004	2011-11-29	19.66
1401	Legacy	Bujold	Lois McMaster	http://www.dendarii.com/	Harper Voyager	2007	Hardcover	384	English	PS3552.U397 S55	006113905X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	A7DCCD8F8482BEE3B2E906B1222E2A28	2009-10-01	6.81
1402	A Crown of Swords	Jordan	Robert		Tor Books	1997	Paperback	896	English	PS3560.O7617 C76	0812550285	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	277455B8007E60E777A0D02B05421E55	2009-03-28	17.59
1403	Seeing Further: The Story of Science, Discovery, and the Genius of the Royal Society	Bryson	Bill		William Morrow	2011	Paperback	512	English	Q41 .S44	0061999776	506.041	General Science > Natural sciences and mathematics > Societies	816B0D8DDA9EFF2C243D47F5CEBBCB57	2013-07-27	11.78
1404	Faro's Daughter	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	Paperback	304	English	PR6015.E795 F37	9781402213526	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	0CF260B73DAAFD89CBB6BD6742084634	2015-03-14	18.63
1405	The Virgin in the Ice	Peters	Ellis		The Mysterious Press	1995	Paperback	208	English	PR6031.A49 V5	0446404284	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	150830C4A76AB34C39779B741C0DB654	2003-02-18	14.21
1406	The Spanish Bride	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	Paperback	480	English	PZ3.H514 S	1402211139	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	F54DE3AB0B20657E7504E394D799D185	2016-11-17	12.70
1407	The Spanish Bride	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2012	Paperback	480	English	PZ3.H514 S	9783686115702	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	1B132461608EC386F56DC39240BE2040	2013-12-13	14.26
1408	Just Enough Research	Hall	Erika		A Book Apart	2013	Paperback	154	English	Q180.A1 H36	1937557103	1.4	Computing and Information > Information > Knowledge > Research	D26F0873BC7196B79258DFE56A59BC93	2015-08-30	9.31
1409	Just Enough Research	Hall	Erika		A Book Apart	2013	Paperback	154	English	Q180.A1 H36	1937557103	1.4	Computing and Information > Information > Knowledge > Research	0B3F7C0B769653D6306CBA623C1D5BE3	2019-12-18	10.54
1410	The Tombs of Atuan	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Simon Pulse	2001	Paperback	192	English	PZ7.L5215 T	0689845367	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	6CBFCA8B462B3A332A7D77085D113624	2006-12-13	10.20
1411	The Tombs of Atuan	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Simon Pulse	2001	Paperback	192	English	PZ7.L5215 T	0689845367	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	17D94AC3542D201CF8D1350C7DE1CE82	2019-02-20	14.75
1412	Mort	Pratchett	Terry	http://terrypratchettbooks.com/	HarperTorch	2001	Paperback	243	English	PR6066.R34 M67	0061020680	813	American fiction > English (North America) > Literature	5FAB37D45BC920DEBEBE719887E9742D	2011-04-07	9.03
1413	Mort	Pratchett	Terry	http://terrypratchettbooks.com/	HarperTorch	2010	Paperback	243	English	PR6066.R34 M67	9783719213822	813	American fiction > English (North America) > Literature	2A658E624DFF1947DA8714D4191C7214	2015-08-30	7.58
1414	Bossypants	Fey	Tina		Back Bay Books	2012	Paperback	275	English	PN2287.F4255 A3	0316056871	792.7028092	Recreational and performing arts > Stage presentations, Theatre > Techniques, procedures, apparatus, materials > The arts > Variety shows and theatrical dancing	20FED992DB67DB7917F63EDAABD46D49	2022-02-08	19.75
1415	Bossypants	Fey	Tina		Back Bay Books	2020	Paperback	275	English	PN2287.F4255 A3	9788165550058	792.7028092	Recreational and performing arts > Stage presentations, Theatre > Techniques, procedures, apparatus, materials > The arts > Variety shows and theatrical dancing	BA676C1C63B8EF265755140DB3735351	2022-03-04	12.48
1416	Ysabel	Kay	Guy Gavriel	https://brightweavings.com/	Roc	2007	Hardcover	432	English	PR9199.K39 Y83	0451461290	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1AA775EFFE70FEFBF8F8377F07257817	2020-10-16	17.24
1417	Master of the House of Darts	de Bodard	Aliette		JABberwocky Literary Agency, Inc.	2017	Paperback	328	English		1625672500	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	FEB734962ED23E9C8991E760C0962B9A	2017-07-10	11.61
1418	Tehanu	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Spectra	1991	Paperback	288	English	PZ7.L5215 T	0553288733	813	American fiction > English (North America) > Literature	DC868A3DE9ACE70DBEA24A273154CD0D	2011-04-24	16.73
1419	Tehanu	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Spectra	1991	Paperback	288	English	PZ7.L5215 T	0553288733	813	American fiction > English (North America) > Literature	E2C5B8C7F737F4762A16EAA900946423	2014-01-14	18.21
1420	Royal Assassin	Hobb	Robin	http://www.robinhobb.com/	Spectra	1997	Paperback	688	English	PS3558.O33636 R68	0553573411	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	96927176669CDBC6798DF05DB6660C13	2011-07-04	13.91
1421	Starsight	Sanderson	Brandon	https://www.brandonsanderson.com/	Delacorte Press	2019	Hardcover	480	English	PZ7.S19797 S	0399555811	813.6	21st Century > American fiction > English (North America) > Literature	E1DC4FEFD07ADC9968941B78859A08FF	2019-10-22	11.48
1422	Lathe of Heaven	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Eos	1997	Paperback	176	English	PS3562.E42 L3	0380791854	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	EF0A3745744E7E1E25C780DF853359AD	2016-09-02	8.02
1423	Lathe of Heaven	Le Guin	Ursula K.	https://www.ursulakleguin.com/	Eos	1997	Paperback	176	English	PS3562.E42 L3	0380791854	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	B40E86C1B3394B479D91B41AF02952DB	2004-03-17	18.52
1424	The Horse and His Boy	Lewis	C. S.	https://www.cslewis.com/	Diamond	1998	Paperback		English	PZ7.L58474 H	0261670484	813	American fiction > English (North America) > Literature	A166094F33E07E1FBB8D4DD17598378B	2019-03-19	10.20
1425	The Horse and His Boy	Lewis	C. S.	https://www.cslewis.com/	Diamond	2000	Paperback		English	PZ7.L58474 H	7968317536	813	American fiction > English (North America) > Literature	048819E7D71FE79A2AC8013962D5F3FA	2002-03-04	16.84
1426	Designing UX: Forms: Create Forms That Don't Drive Your Users Crazy	Enders	Jessica		SitePoint	2016	Paperback	276	English	QA76.H85 .E534	0994347057	4.019	Computer Interaction With Humans > Computer science > Computer science -- subdivisions > Computing and Information > Information > Theory And Instruction	BD2BDB6ABAD8DB296C1871F3F9C3CD44	2017-09-15	9.48
1427	Implementing Value Pricing: A Radical Business Model for Professional Firms	Baker	Ronald J.		Wiley	2010	Hardcover	400	English	HF5416.5 .B34	9780470584613	658.8	Management > Management and auxiliary services > Of Marketing > Technology and Application of Knowledge	849990102BFDC6F5341B34333F27DACC	2018-05-16	8.59
1428	The Computer Connection	Bester	Alfred		Berkley	1976	Paperback	217	English	PS3552.E796 C66	0425039838	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	876FCC3BC04E7148DF56A06F571E0AFD	1999-06-24	7.75
1429	The Mysterious Affair at Styles	Christie	Agatha	https://www.agathachristie.com/	Bantam Books	1978	Paperback		English	PR6005.H66	055311915X	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	ECD21D50BF49B5FC0DBB62DCBEF28CAE	2011-09-08	5.33
1430	Gentlemen of the Road: A Tale of Adventure	Chabon	Michael	http://michaelchabon.com/	Del Rey	2007	Hardcover	204	English	PS3553.H15 G46	0345501748	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9CD452FFFF11C35A473B232B48C26BC8	2022-06-09	17.36
1431	On Food And Cooking: The Science And Lore Of The Kitchen	McGee	Harold		Scribner	2004	Hardcover	884	English	TX651 .M27	0684800012	641.5	Cooking, cookbooks > Food And Drink > Home and family management > Technology and Application of Knowledge	27A2FEAF95D5C1687A7F298A8968040C	2019-01-30	14.71
1432	The Blade Itself	Abercrombie	Joe	https://joeabercrombie.com/	Pyr	2007	Paperback	531	English	PR6101.B49 B57	159102594X	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	C7CB086C4BD0E54F3B452C0BBD768009	2020-01-27	6.79
1433	The Blade Itself	Abercrombie	Joe	https://joeabercrombie.com/	Pyr	2007	Paperback	531	English	PR6101.B49 B57	159102594X	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	56B119799E3FFEECA793161496722600	2014-06-15	16.98
1434	Penric's Fox	Bujold	Lois McMaster	http://www.dendarii.com/	Subterranean Press	2018	Hardcover	200	English	PS3552.U397 P47	1596068639	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	A9AFA8907F6DCD7FA0D16BA632204315	2018-07-12	7.69
1435	Penric's Fox	Bujold	Lois McMaster	http://www.dendarii.com/	Subterranean Press	2018	Hardcover	200	English	PS3552.U397 P47	1596068639	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	4A5F839ADA1893E8FC2860597768A048	2020-05-06	15.30
1436	But What If We're Wrong?: Thinking About the Present As If It Were the Past	Klosterman	Chuck		Penguin Press	2016	Hardcover	288	English	E169.K5548	0399184120	909.83	1800- > 2000-2099, 21st Century > History > History and Geography > World history	8B789D22ED5402075CFB2DDD3C4CDAEA	2022-04-04	12.21
1437	A Conspiracy of Kings	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2011	Paperback	352	English	PZ7.T85565 C	0061870951	813.6	21st Century > American fiction > English (North America) > Literature	B5B9A3F271529C2D7CF4496ED832A1D6	2022-11-28	6.47
1438	Fortunately, the Milk	Gaiman	Neil	https://neilgaiman.com/	Harper	2015	Paper Book		English	PZ7.G1273 F	9780062380647	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	A56D17FF88F77B5019ADC3F26B51DCB2	2021-04-27	7.50
1439	Captain's Fury	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2007	Hardcover	464	English	PS3602.U85 C37	0441015271	813.6	21st Century > American fiction > English (North America) > Literature	54EF67BAB0C775F454522D0CCAFE4915	2010-06-02	15.30
1440	Captain's Fury	Butcher	Jim	https://www.jim-butcher.com/	Ace Books	2007	Hardcover	464	English	PS3602.U85 C37	0441015271	813.6	21st Century > American fiction > English (North America) > Literature	50EC86F2C553B251B86AC2F9FEBBECB5	2010-09-19	18.25
1441	Crucible of Gold	Novik	Naomi	http://naominovik.com/	Del Rey	2012	Hardcover	323	English	PS3614.O93 C78	0345522869	813.6	21st Century > American fiction > English (North America) > Literature	9A70E16353E5EDD68CE2A0376A4414D5	2015-10-23	16.37
1442	Harry Potter and the Cursed Child - Parts One & Two	Rowling	J. K.	https://jkrowling.com/	Arthur A. Levine Books	2016	Hardcover		English	PR6120.H67 H37	1338099132	822.92	1900- > 2000- > English drama > English {except North American} > Literature	16CB3E76B586EDC68ED312027844602D	2021-09-09	8.29
1443	Chanur's Venture	Cherryh	C. J.	https://cherryh.com/	DAW	1985	Paperback		English	PS3553.H358 C45	0886771838	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	1A672598DDC09AE4C2DE1C393F5BBA3E	1989-03-31	15.80
1444	Chanur's Venture	Cherryh	C. J.	https://cherryh.com/	DAW	1993	Paperback		English	PS3553.H358 C45	6765069196	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	B18F026EF49043EC4A6CCD9295EAEB8E	2021-10-03	19.94
1445	The First Two Lives of Lukas-Kasha	Alexander	Lloyd		Puffin	1998	Paperback	224	English	PZ7.A3774 F	0141300574	813	American fiction > English (North America) > Literature	E5418028D800658EB24ED58310E67CBF	2012-11-25	14.33
1446	The Nonesuch	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	337	English	PR6015.E795 N66	1402217706	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	13421D8163DA7041CFA69778B0FC9D99	2012-05-16	14.45
1447	The Nonesuch	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	Paperback	337	English	PR6015.E795 N66	1402217706	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	5BF7ED1322D1F8115CEEFF3F642C8D2E	2018-05-01	5.52
