Title	Author First Name	Author Last Name	Author Website	Publisher	Publication Year	ISBN	Barcode	Acquisition Date	Acquisition Price
The Subtle Knife	Philip	Pullman	http://philip-pullman.com/	Laurel Leaf	2003	04-4023-814-5	50F3-C7F7-CC1F-F9DE	2007-10-07	$12.99
Esio Trot	Roald	Dahl	https://www.roalddahl.com/	Puffin	1992	0-1-4036099-9	FB67-0D91-B158-CDAE	2014-07-31	$5.07
The Well of Ascension	Brandon	Sanderson	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2007	978-193-85-7018-6	5EC9-B863-7527-0BBD	2016-02-12	$15.53
The Well of Ascension	Brandon	Sanderson	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2007	978-193-85-7018-6	EB43-9BFE-E3E3-1A19	2010-04-14	$8.37
Holes	Louis	Sachar		Farrar, Straus and Giroux	1998	037433-2-65-7	8F8E-E434-472A-7BA9	2003-02-20	$6.44
Legion: The Many Lives of Stephen Leeds	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Books	2018	12-5-029779-6	BBF0-74E1-4F4E-0A2A	2020-01-12	$5.51
Dawnthief	James	Barclay		Pyr	2009	15-9-102779-9	56C6-0F7A-02E3-87E8	2012-12-29	$12.48
Jane Austen: Seven Novels	Jane	Austen		Barnes and Noble	2007	1-435-10319-X	46FB-F2DF-69D7-901F	2008-01-19	$5.62
Cetaganda	Lois McMaster	Bujold	http://www.dendarii.com/	Simon & Schuster UK	1996	0671-87-701-1	CF41-F4F7-F4AA-CBF1	2000-11-26	$18.82
Across the Wall: A Tale of the Abhorsen and Other Stories	Garth	Nix	https://garthnix.com/	HarperTeen	2005	00607-4-713-7	9C5D-8E89-A899-1402	2021-08-19	$6.50
Across the Wall: A Tale of the Abhorsen and Other Stories	Garth	Nix	https://garthnix.com/	HarperTeen	2005	00607-4-713-7	5B4B-AB5C-0227-AFA7	2007-12-11	$13.38
The Town Cats and Other Tales	Lloyd	Alexander		Puffin	1998	0141-3-0122-8	6261-AA90-BEE7-C1A8	2021-11-17	$6.74
Skin Game	Jim	Butcher	https://www.jim-butcher.com/	Roc	2014	0451464-3-9-7	51CD-A44E-A136-6E73	2019-05-28	$7.17
Harry Potter and the Prisoner of Azkaban: The Illustrated Edition	J. K.	Rowling	https://jkrowling.com/	Arthur A. Levine Books	2017	054579-13-4-0	A1F4-2B9B-FD92-A913	2020-07-18	$10.26
Gypsy Rizka	Lloyd	Alexander		Dutton Juvenile	1999	05-2-546121-3	D680-261D-2AFA-EB5A	2010-04-12	$19.38
Gypsy Rizka	Lloyd	Alexander		Dutton Juvenile	1999	05-2-546121-3	3EDD-2C42-E724-0767	2010-09-23	$19.06
Terciel & Elinor	Garth	Nix	https://garthnix.com/	Katherine Tegen Books	2021	0063049-3-2-5	9017-E59D-8351-9E43	2022-09-25	$10.13
Snapshot	Brandon	Sanderson	https://www.brandonsanderson.com/	Vault Books	2017	978-09-98-55990-2	9409-74AE-0CF2-125B	2022-05-01	$9.87
Snapshot	Brandon	Sanderson	https://www.brandonsanderson.com/	Vault Books	2017	978-09-98-55990-2	083B-F744-D4CF-6ACC	2020-08-18	$14.58
Friday's Child	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	1402-2-1079-5	DC2E-5E8C-01B5-04F0	2017-07-21	$18.84
Friday's Child	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2008	1402-2-1079-5	92C9-6457-A61A-513C	2018-12-02	$12.24
Secrets of the Dragon Sanctuary	Brandon	Mull	http://brandonmull.com/	Shadow Mountain	2009	1-6-0641042-3	68A4-1004-7780-7143	2015-07-15	$8.70
Secrets of the Dragon Sanctuary	Brandon	Mull	http://brandonmull.com/	Shadow Mountain	2012	978-2-5-7230087-5	B804-FFB5-FCFF-26BD	2014-01-22	$17.47
Myths of the Norsemen: Retold from the Old Norse Poems and Tales	Roger Lancelyn	Green		Puffin	1994	014-036-738-1	B511-DFE4-F2A1-1A6A	2012-09-10	$18.80
Wildside	Steven	Gould	https://eatourbrains.com/steve	Tor Books	1996	0-3-1285473-0	4A0F-AC81-26D9-89E0	2004-07-24	$8.14
Conversational Design	Erika	Hall		A Book Apart	2018	193-7557-67-7	ACE9-F608-0D4C-856E	2022-06-26	$11.60
Conversational Design	Erika	Hall		A Book Apart	2018	193-7557-67-7	5942-6DB8-5BAD-5EF0	2022-10-01	$19.49
The Epic of Ram, Volume 3		Tulsidas		Harvard University Press	2018	0-67-497501-4	26F3-C057-CA68-0973	2021-03-27	$5.75
Spinning Silver	Naomi	Novik	http://naominovik.com/	Del Rey	2018	039-9180-98-2	4441-EDCA-7E1D-33DD	2021-05-28	$6.00
Blood of Tyrants	Naomi	Novik	http://naominovik.com/	Del Rey	2013	0-34552-289-3	9B82-86E0-BA60-642D	2021-12-15	$11.42
Impulse	Steven	Gould	https://eatourbrains.com/steve	Tor Science Fiction	2014	0-7-6536602-9	1A91-1C23-313F-0726	2018-07-19	$9.91
The Four Steps to the Epiphany: Successful Strategies for Products that Win	Steve	Blank		Wiley	2020	1119690-3-5-8	4F44-E952-C6B4-7873	2020-05-20	$19.22
Equal Rites	Terry	Pratchett	http://terrypratchettbooks.com/	HarperTorch	2000	0061-020-69-9	F1AB-D499-519B-388C	2013-02-27	$9.16
The Willful Princess and the Piebald Prince	Robin	Hobb	http://www.robinhobb.com/	Subterranean Press	2013	1-5-9606544-3	3C9D-0484-7C29-F138	2020-01-03	$15.11
Ptolemy's Gate	Jonathan	Stroud	http://jonathanstroud.com/	Doubleday	2005	03-8560-868-3	B436-BBB8-1714-E85D	2005-10-10	$7.51
Ptolemy's Gate	Jonathan	Stroud	http://jonathanstroud.com/	Doubleday	2005	03-8560-868-3	5A1C-C055-15AC-0D63	2017-07-16	$11.03
Ptolemy's Gate	Jonathan	Stroud	http://jonathanstroud.com/	Doubleday	2005	03-8560-868-3	7D32-F4CC-8658-6DFF	2014-08-07	$16.77
Wizard of the Pigeons: The 35th Anniversary Illustrated Edition	Megan	Lindholm	https://www.meganlindholm.com/	Grim Oak Press	2020	1944-1455-9-1	B495-6048-19E0-AD45	2022-05-21	$14.90
The Complete Adventures of Feluda, Vol. 1	Satyajit	Ray		Penguin Books	2004	0143-0-3277-1	7C8D-5AF6-561C-68D4	2004-10-07	$15.30
Cooking: 600 Recipes, 1500 Photographs, One Kitchen Education	James	Peterson	https://jimcooks.com/	Ten Speed Press	2007	1580-0-8789-2	98C7-9051-421B-4042	2011-10-05	$17.82
After Dark	Haruki	Murakami		Harvill Secker	2007	1-84-655047-5	DFCE-B04D-FC8E-9D62	2007-10-30	$9.57
Cooking for Geeks: Real Science, Great Hacks, and Good Food	Jeff	Potter		O'Reilly Media	2010	0-5968058-8-8	41F4-0B67-15C1-3FA1	2011-07-07	$10.22
Snuff of Discworld	Terry	Pratchett	http://terrypratchettbooks.com/	Harper	2011	0-0-6201184-7	0C29-0236-50DF-AD77	2020-05-29	$16.36
Interaction of Color: 50th Anniversary Edition	Josef	Albers	https://www.albersfoundation.org/	Yale University Press	2013	0-3001793-5-9	A496-4C8A-4B8F-4BC6	2017-01-01	$6.32
Ruhlman's Twenty: 20 Techniques 100 Recipes A Cook's Manifesto	Michael	Ruhlman	https://ruhlman.com/	Chronicle Books	2011	08-11-87643-8	8D89-6C6A-A6A1-E0AA	2011-03-09	$5.05
First Lord's Fury	Jim	Butcher	https://www.jim-butcher.com/	Ace Books	2009	0-4-4101769-X	D47D-9455-808B-BD17	2021-10-26	$9.84
The Wind's Twelve Quarters	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Bantam Doubleday Dell	1976	0-5530-2907-X	175C-5B0C-FB43-3D15	2014-09-23	$19.72
Ghosts of Tsavo: Tracking the Mythic Lions of East Africa	Philip	Caputo		National Geographic	2002	079-22-6362-6	5368-ECC1-07DD-5514	2006-12-23	$15.25
The Girl in the Tower	Katherine	Arden	http://katherinearden.com/	Del Rey	2017	1-1-0188596-3	E00C-A25B-3FA7-FA2C	2021-03-04	$9.61
In Praise of Annada, Volume 1	Bharatchandra	Ray		Harvard University Press	2017	06-74-66042-0	E275-6F3A-8380-9240	2021-10-12	$8.29
The Hallowed Hunt	Lois McMaster	Bujold	http://www.dendarii.com/	Hill House Publishers	2005	093-177-105-6	82C1-674E-8D89-E4AE	2009-08-05	$5.34
Brasyl	Ian	McDonald		Pyr	2007	15910-2-543-5	1D7A-45E0-733E-2A7B	2022-08-31	$8.67
Brasyl	Ian	McDonald		Pyr	2007	15910-2-543-5	9E8E-A8C4-AF89-C80F	2007-07-16	$10.11
Brasyl	Ian	McDonald		Pyr	2007	15910-2-543-5	599F-1B99-31F8-2A33	2017-06-23	$9.66
Sundiver: The Ultimate Voyage	David	Brin		Bantam Books	1980	05-5313-312-8	4225-F0E1-D8BD-CF59	1980-05-26	$18.62
The Boy Who Lost Fairyland	Catherynne M.	Valente	https://www.catherynnemvalente.com/	Feiwel & Friends	2015	1-250023-49-1	5998-431F-6A37-ED38	2022-01-08	$9.06
Too Like the Lightning	Ada	Palmer	https://www.adapalmer.com/	Tor Books	2016	076-53780-0-0	A807-B41E-2EC0-78B5	2020-10-01	$12.90
Too Like the Lightning	Ada	Palmer	https://www.adapalmer.com/	Tor Books	2016	076-53780-0-0	9BC8-8510-5900-D80D	2017-07-20	$18.42
Rick Bayless Mexico One Plate At A Time	Rick	Bayless		Scribner	2000	068-4-84186-X	A02E-E156-8CD5-5FF5	2004-06-14	$19.14
Signal to Noise	Neil	Gaiman	https://neilgaiman.com/	Dark Horse	1999	15-6-971144-5	ECD1-11EB-7DF7-07E5	1999-12-06	$18.92
Luck of the Wheels	Megan	Lindholm	https://www.meganlindholm.com/	Harper Voyager	2009	0007-34-843-6	0F0A-92EF-D461-8A88	2019-11-26	$15.82
Sylvester: or The Wicked Uncle	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	978-1-4022388-0-2	C681-348F-EFCD-6E6D	2019-05-04	$11.04
The Witness for the Dead	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2021	0765-38-742-5	844E-C093-5D8C-5D92	2022-06-10	$19.96
Cuckoo Song	Frances	Hardinge	http://www.franceshardinge.com/	Amulet Books	2015	14-1971-480-5	6D85-97C1-AB22-075F	2016-10-03	$14.87
House of Many Ways	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2009	00614-779-7-4	ECAE-F217-C82E-CB4E	2009-05-23	$14.81
House of Many Ways	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2018	978-9-3792-3918-2	7B24-0E13-7F55-2A25	2022-07-04	$8.76
House of Many Ways	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2018	978-9-3792-3918-2	4BD7-772A-D9AC-DF2C	2018-02-23	$9.08
Cotillion	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2007	978-14-02-21008-2	7A1A-469C-ECB0-F36E	2010-08-03	$14.12
Harbinger of the Storm	Aliette	de Bodard		JABberwocky Literary Agency, Inc.	2017	16256-7-249-7	5391-35A7-B820-16B0	2017-06-26	$17.04
The Secret Garden	Frances Hodgson	Burnett		Simon & Brown	2011	1-6138219-2-1	709D-7B91-5980-D735	2012-09-17	$12.07
Ogre Enchanted	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2018	0062561-2-1-9	A170-30D9-D7F5-971E	2022-10-09	$8.22
I Was a Rat!	Philip	Pullman	http://philip-pullman.com/	Yearling	2002	04-40-41661-2	397C-8F58-01FB-0CF4	2017-12-18	$9.86
V for Vendetta	Alan	Moore	https://www.dodgemlogic.com/	Titan Books Ltd	1998	1-85-286291-2	CE3F-6D08-1F41-FAFB	2004-01-12	$15.09
Keys to the Demon Prison	Brandon	Mull	http://brandonmull.com/	Shadow Mountain	2010	1-60-641238-8	0212-34FD-4EA2-1561	2015-08-30	$18.20
Good Eats: The Early Years	Alton	Brown	https://altonbrown.com/	Stewart, Tabori & Chang	2009	978-1-5-8479795-1	415B-9465-35B3-F6D6	2014-01-26	$6.76
Good Eats: The Early Years	Alton	Brown	https://altonbrown.com/	Stewart, Tabori & Chang	2009	978-1-5-8479795-1	930E-0181-B466-D956	2020-05-03	$5.79
Downbelow Station	C. J.	Cherryh	https://cherryh.com/	DAW	1981	08-799-7828-7	92D0-FFA5-DAC9-B28C	1998-04-24	$13.98
The Return of the Great Brain	John Dennis	Fitzgerald		Dial	1974	0-8-0377413-3	6D60-62D9-C31A-D1CE	2021-04-13	$14.68
Dear Mister Rogers, Does It Ever Rain in Your Neighborhood?: Letters to Mister Rogers	Fred	Rogers	https://pbskids.org/rogers/	Penguin Books	1996	014023-51-5-9	B1F5-11B5-7B0B-2B1A	2003-06-11	$10.36
Perdido Street Station	China	Mieville	http://www.chinamieville.net/	Del Rey	2003	03-4545-940-7	CDA5-C3D2-B15E-6BD2	2015-08-22	$17.89
Dave at Night	Gail Carson	Levine	https://gailcarsonlevine.com/	HarperCollins	2006	006-44074-7-0	8EAB-B842-35CE-2BC8	2018-05-26	$12.50
Seveneves	Neal	Stephenson	https://nealstephenson.com/	William Morrow	2015	0-0-6219037-7	885D-24B0-6FFF-9AA4	2021-09-22	$9.58
Seveneves	Neal	Stephenson	https://nealstephenson.com/	William Morrow	2015	0-0-6219037-7	7292-590E-B9AF-B806	2020-10-17	$10.71
Seveneves	Neal	Stephenson	https://nealstephenson.com/	William Morrow	2015	0-0-6219037-7	6F0C-3F0D-512C-47B9	2022-08-10	$8.63
The Ogre Of Oglefort	Eva	Ibbotson		Turtleback	2012	0-60-626088-9	7401-3FDD-F8C8-F305	2019-01-02	$9.55
The Ogre Of Oglefort	Eva	Ibbotson		Turtleback	2018	978-9364-607-89-X	C735-89CE-248A-1B48	2019-01-08	$6.35
The Name of the Wind	Patrick	Rothfuss	https://patrickrothfuss.com/	DAW	2008	0-7564-0474-6	3478-3CE9-A5EE-0F80	2019-08-27	$8.94
Letters from a Father to His Daughter	Jawaharlal	Nehru		Viking	2004	0670-0-5816-5	8763-E1CF-F475-F405	2019-08-09	$17.77
Letters from a Father to His Daughter	Jawaharlal	Nehru		Viking	2012	978-8-03-484010-2	32AC-8B43-06DC-8BE6	2012-03-02	$16.33
Letters from a Father to His Daughter	Jawaharlal	Nehru		Viking	2012	978-8-03-484010-2	9A97-DA90-AC3D-DAC7	2014-11-23	$17.66
James and the Giant Peach	Roald	Dahl	https://www.roalddahl.com/	Puffin	2007	01-4132-263-2	7C96-3B38-067F-2BE2	2020-04-30	$7.07
The Vor Game	Lois McMaster	Bujold	http://www.dendarii.com/	NESFA Press	2010	188-6-77885-X	C69B-8C87-F0FF-9DA0	2011-01-24	$16.08
Quidditch Through the Ages	J.K.	Rowling	https://jkrowling.com/	Scholastic Press	2001	0-4-3932161-1	91E7-BF6A-6A13-43DE	2014-05-23	$16.97
Cyberabad Days	Ian	McDonald		Pyr	2009	159-1-02699-7	3A93-C75F-4487-EDC4	2020-01-05	$13.45
Little Women	Louisa May	Alcott		Signet Classics	2004	04-5-152930-8	47DE-4F97-CAB2-EE7E	2013-05-06	$12.10
The Epic of Ram, Volume 2		Tulsidas		Harvard University Press	2016	0-674088-61-1	B39E-E830-1983-CB11	2022-09-22	$7.26
The Dispossessed	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Harper Voyager	1994	0-0-6105488-7	0573-C377-6F7B-6CF0	2007-10-14	$6.84
The Soul of a New Machine	Tracy	Kidder		Little Brown & Co	1981	0-3-1649170-5	BCA5-5DA3-28D5-E8CB	2017-12-17	$7.02
The Grim Grotto	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2004	00644-1-014-5	46B3-E799-DA80-4E3B	2011-03-21	$10.77
The Grim Grotto	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2004	00644-1-014-5	E7FB-316C-8ADA-61A7	2016-06-08	$16.40
The Grim Grotto	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2010	978-05-232-1715-0	16AD-8387-4E6F-872D	2013-02-08	$16.52
The Grim Grotto	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2010	978-05-232-1715-0	E83D-AF50-D27B-2365	2019-05-28	$5.48
Hogfather	Terry	Pratchett	http://terrypratchettbooks.com/	Harper	1999	061357-2-22-X	1699-0A7A-EBF4-FC8B	2015-06-29	$15.66
Stardust	Neil	Gaiman	https://neilgaiman.com/	Harper	2007	03-80-80455-7	14E5-D00E-389E-D4F4	2008-01-07	$11.30
Stardust	Neil	Gaiman	https://neilgaiman.com/	Harper	2007	03-80-80455-7	3973-048D-9151-14AC	2007-05-10	$6.74
The Cambridge Atlas of Astronomy	Jean	Audouze		Cambridge University Press	1994	052143-4-38-6	1409-9329-DD15-C5D9	1996-07-01	$10.83
The Cambridge Atlas of Astronomy	Jean	Audouze		Cambridge University Press	1994	052143-4-38-6	42E7-312E-2782-D509	2016-03-27	$5.50
The Landmark Julius Caesar: The Complete Works	Gaius Julius	Caesar		Anchor	2019	0-3-0745544-0	3EA1-17DE-22F1-0BE8	2019-01-26	$11.78
Sailing to Sarantium	Guy Gavriel	Kay	https://brightweavings.com/	Eos	2000	0-061-05990-0	5EA8-A4CD-CCE7-21FC	2011-03-27	$16.83
Venetia	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	1402-2388-4-3	23E0-D71D-69CF-A4A1	2017-05-31	$19.57
Julia's Kitchen Wisdom: Essential Techniques and Recipes from a Lifetime of Cooking	Julia	Child		Knopf	2000	03-75-41151-8	4D2A-934D-A9EB-B662	2013-09-10	$6.52
Rides a Dread Legion: Book One of the Demonwar Saga	Raymond E	Feist	https://raymondefeist.com/	Harper Voyager	2009	00-6146-836-3	A779-F614-6C99-2B85	2012-07-14	$15.41
Working in Public: The Making and Maintenance of Open Source Software	Nadia	Eghbal		Stripe Press	2020	0-5786758-6-2	B177-32AE-F7FE-9D70	2022-11-02	$6.06
The Great Gatsby	F. Scott	Fitzgerald		Scribner	1999	0-7-4327356-7	E140-B9F0-AB4E-B6FD	2004-06-03	$14.32
The Brothers Karamazov	Fyodor	Dostoevsky		Vintage	1992	009992-2-80-0	555B-8ECE-522D-2435	2000-08-11	$14.24
Land Of The Burning Sands	Rachel	Neumeier	https://www.rachelneumeier.com/	Orbit	2010	184-1-49874-2	ACCC-8F6F-D8B0-DEB2	2018-06-16	$18.61
The Last Graduate	Naomi	Novik	http://naominovik.com/	Del Rey	2021	0-59-312886-9	776A-D4F4-E363-F12C	2021-08-10	$14.81
The Last Battle	C. S.	Lewis	https://www.cslewis.com/	Diamond	1998	0-26-167052-2	8C3C-193D-1C2D-6C90	2014-01-05	$19.30
Brothers in Arms	Lois McMaster	Bujold	http://www.dendarii.com/	NESFA Press	2008	1-88677-874-4	0611-F454-813A-DA12	2014-05-03	$13.06
Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection	Bill	Watterson		Andrews McMeel Publishing	1994	0836-217-69-1	5322-4F22-1B3B-6374	2017-01-07	$5.85
Homicidal Psycho Jungle Cat: A Calvin and Hobbes Collection	Bill	Watterson		Andrews McMeel Publishing	1994	0836-217-69-1	F9DA-25A7-1590-0BA9	2021-08-29	$17.43
Visual Explanations: Images and Quantities, Evidence and Narrative	Edward R.	Tufte	https://www.edwardtufte.com/	Graphics Press	1997	0-96-139212-6	6F96-5924-F15D-CC2C	2005-11-19	$8.90
The Aeronaut's Windlass	Jim	Butcher	https://www.jim-butcher.com/	Roc	2015	0451-466-80-2	9FED-D2CA-3074-11BB	2022-01-24	$11.01
Knife Children	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2020	1596-06-954-6	F935-2111-4B64-90B2	2021-02-09	$12.30
The Conqueror	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Landmark	2008	978-1-402213-55-7	CFA2-BEAD-CBCE-BE07	2022-06-15	$18.92
The Silmarillion	J. R. R.	Tolkien	https://www.tolkienestate.com/	Houghton Mifflin Harcourt	2004	0-618-39111-8	F5E0-4C61-2179-7C5E	2010-09-20	$8.27
Death Note, Vol. 13: How to Read	Tsugumi	Ohba		VIZ Media LLC	2008	142151-88-8-0	1AE6-B897-9308-0BEB	2009-01-02	$19.40
The Bands of Mourning	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Books	2016	07-653785-7-4	FE99-6F29-2065-AAB4	2016-03-25	$8.49
Skyward	Brandon	Sanderson	https://www.brandonsanderson.com/	Delacorte Press	2018	0-3-9955577-3	FB60-3901-7D39-A08F	2022-04-12	$5.48
The Essence of Politics		Kamandaki		Harvard University Press	2021	0674-9-7576-6	1107-7217-9704-0C8D	2021-07-17	$17.43
The Essence of Politics		Kamandaki		Harvard University Press	2021	0674-9-7576-6	9372-78D1-F8A9-8C32	2021-03-12	$15.84
Murder With Mirrors	Agatha	Christie	https://www.agathachristie.com/	Pocket Books	1973	0-6-7177688-6	D77A-9143-DB66-D925	1974-05-22	$10.98
The Physicians of Vilnoc	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2021	1-6-4524021-5	43D7-9ECE-FC1C-EED8	2021-03-19	$5.62
The Physicians of Vilnoc	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2021	1-6-4524021-5	9DAC-33DE-369F-1483	2021-01-31	$9.48
The Winter of the Witch	Katherine	Arden	http://katherinearden.com/	Del Rey	2019	1101-88-599-8	74DA-F8FA-C86D-041C	2019-02-11	$8.17
The Winter of the Witch	Katherine	Arden	http://katherinearden.com/	Del Rey	2019	1101-88-599-8	63ED-8DC0-43CB-0D89	2020-11-09	$8.82
Deerskin	Robin	McKinley	https://robinmckinley.com/	Ace Books	1993	0-4-4114226-5	08F9-E90A-C193-210F	2004-02-29	$11.97
Deerskin	Robin	McKinley	https://robinmckinley.com/	Ace Books	2000	67467-9-757-1	22D5-5050-68D6-F1EF	2005-09-04	$7.86
Deerskin	Robin	McKinley	https://robinmckinley.com/	Ace Books	2003	2850-6-4815-2	8938-9006-D931-61CC	2003-09-09	$17.59
Shards of Honor	Lois McMaster	Bujold	http://www.dendarii.com/	NESFA Press	2000	1886-7-7820-5	8C97-B351-4467-5197	2022-07-05	$10.16
Beyond the Dreams We Know: A Collection	Rachel	Neumeier	https://www.rachelneumeier.com/	Independently published	2018	1980-7-6043-8	8B55-8B57-7EB1-9C56	2022-08-05	$14.11
Lilavai		Kouhala		Harvard University Press	2021	067-4247-59-0	BEF3-463D-A124-3EF9	2022-08-25	$19.61
A Civil Contract	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	1402-238-77-0	8E7F-86CC-0A2D-6497	2013-11-07	$5.90
A Civil Contract	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2011	1402-238-77-0	75D9-2CC5-6729-E556	2016-09-15	$11.81
The Slow Regard of Silent Things	Patrick	Rothfuss	https://patrickrothfuss.com/	DAW	2014	0756-41-043-6	A3A8-CFCF-28D0-DD0A	2022-10-17	$12.21
The Dragon Reborn	Robert	Jordan		Tor Fantasy	2002	076-5-30511-9	F40A-4AE2-078C-C6EF	2006-05-12	$6.41
American Gods	Neil	Gaiman	https://neilgaiman.com/	HarperTorch	2002	0-3-8078903-5	2896-4917-0472-3261	2003-11-13	$7.19
American Gods	Neil	Gaiman	https://neilgaiman.com/	HarperTorch	2002	0-3-8078903-5	B480-D45D-96A1-0859	2002-05-02	$14.80
Ordeal by Innocence	Agatha	Christie	https://www.agathachristie.com/	Minotaur Books	2002	031298-1-62-7	8A2E-0523-96B1-2D4C	2009-10-30	$9.86
Odd and the Frost Giants	Neil	Gaiman	https://neilgaiman.com/	HarperCollins	2009	006-1671-73-8	FB2F-B63B-5251-D60C	2020-11-23	$11.31
City of Blades	Robert Jackson	Bennett	https://www.robertjacksonbennett.com/	Broadway Books	2016	055-34-1971-4	E318-A1EC-0517-6AB9	2021-11-02	$16.57
Castle in the Air	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2008	006-147-877-6	4352-2484-BCE5-334C	2013-06-07	$13.74
A Skinful of Shadows	Frances	Hardinge	http://www.franceshardinge.com/	Harry N. Abrams	2017	14197-25-72-6	3B1B-A1E5-F73B-9117	2018-10-11	$17.35
Harry Potter - Fantastic Beasts & Where To Find Them	J.K.	Rowling	https://jkrowling.com/	Scholastic Press	2001	0-4393-2160-3	2B07-3CD0-D146-B17C	2021-09-22	$8.08
Harry Potter - Fantastic Beasts & Where To Find Them	J.K.	Rowling	https://jkrowling.com/	Scholastic Press	2001	0-4393-2160-3	CAD6-A036-E9DF-5127	2019-08-30	$6.16
PostgreSQL	Korry	Douglas		Sams Publishing	2005	06-72-32756-2	298A-0878-6734-3AB5	2007-03-12	$13.24
PostgreSQL	Korry	Douglas		Sams Publishing	2005	06-72-32756-2	7A0C-010E-89B1-E323	2016-01-14	$10.78
Kitchen Confidential: Adventures in the Culinary Underbelly	Anthony	Bourdain		Harper Perennial	2001	0-060-93491-3	E319-B0B8-6E71-1B76	2015-05-03	$17.51
The Talented Mr. Ripley	Patricia	Highsmith		Impress Mystery	2000	0-7621-8856-1	F24C-E873-883B-DF7A	2009-04-23	$6.53
Mira's Last Dance	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2018	15-9-606854-X	2BD0-B606-90BA-8EB5	2022-06-03	$15.45
Knight of the Demon Queen	Barbara	Hambly	http://www.barbarahambly.com/	Del Rey	2000	0345-4218-9-2	007F-F4D9-3D98-2061	2006-01-26	$19.75
The Dispossessed	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Orion Pub Co	1999	978-1-8-5798882-6	8EC3-42DB-DF42-EFDD	2022-02-16	$11.83
The Dispossessed	Ursula K.	Le Guin	https://www.ursulakleguin.com/	Orion Pub Co	1999	978-1-8-5798882-6	ECB8-2B62-63B9-15D5	2009-05-10	$17.93
Mansfield Park	Jane	Austen		Rupa & Co.	2002	817-167-435-6	7DC3-5A6E-EB4C-FC3C	2020-06-10	$9.37
The Chronicles of Chrestomanci: The Magicians of Caprona / Witch Week	Diana Wynne	Jones	http://www.dianawynnejones.com/	Trophy	2001	0-06-447269-8	F70B-9B80-F9DE-47CA	2001-08-17	$7.92
The Amazing Adventures of Kavalier & Clay	Michael	Chabon	http://michaelchabon.com/	Picador	2001	031-2282-99-0	C32F-969D-8758-9DB1	2015-12-16	$19.85
